"類型","","遊憩據點","","107年1月","107年2月","107年3月","107年4月","107年5月","107年6月","107年7月","107年8月","107年9月","107年10月","107年11月","107年12月","108年1月","108年2月","108年3月","108年4月","108年5月","108年6月","108年7月","108年8月","108年9月","108年10月","108年11月","108年12月","109年1月","109年2月","109年3月","109年4月","109年5月","109年6月","109年7月","109年8月","109年9月","109年10月","109年11月","109年12月","110年1月","110年2月","110年3月","110年4月","110年5月","110年6月","110年7月","110年8月","110年9月","110年10月","110年11月","110年12月","111年1月","111年2月","111年3月","111年4月","111年5月","111年6月","111年7月","111年8月","111年9月","111年10月","111年11月","111年12月","小計"
"觀光地區","Tourist Areas","臺南孔子廟","Confucius Temple, Tainan","19381","28673","16040","17489","8927","9266","20738","21366","14157","18997","23823","29498","27970","23049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3373","0","0","643","5013","4221","7667","7332","10848","12229","17035","6527","7711","2779","5082","14329","14181","7552","7682","7426","13867","434871"
"觀光地區","Tourist Areas","祀典武廟","War God Temple","42433","65577","44197","49765","32547","28333","39069","37272","30010","38317","41380","46211","44080","51965","38567","38941","44262","48427","30279","31458","26555","37284","37672","36238","45938","30489","13224","10303","8856","15569","27060","32717","17647","28797","21442","22062","27577","40189","19760","22070","7106","0","1415","9148","9726","16549","20602","25476","22944","28718","17402","17291","7438","10862","23616","25270","17774","22931","21596","26903","1677306"
"觀光地區","Tourist Areas","大天后宮","Great Empress of Heaven Temple","48494","74946","50511","56876","37196","32380","44650","42596","34298","43791","47292","52812","50377","59389","44076","44504","50585","55346","34604","35952","30348","42609","43053","41414","52500","34844","15114","11775","10122","17792","30926","37390","20167","32911","24506","25214","31517","45930","22583","25223","8122","0","1618","10455","11115","18913","23546","29115","26222","32820","19889","19762","8501","12414","26990","28880","20313","26206","24682","30746","1916922"
"觀光地區","Tourist Areas","安平小鎮","Anping Recreation Area","127465","201446","124287","152774","86950","79363","112183","99835","86042","113830","118933","150909","132031","171807","123156","123222","117412","120506","93617","91977","82447","111833","119259","132620","151244","94254","49980","37969","32360","74305","103256","102196","68109","115850","96150","92472","109015","141585","85002","95572","30415","0","6139","35203","42038","69133","87731","102160","76795","55078","69073","53351","20592","31894","37213","76707","61697","77948","99618","99366","5455374"
"觀光地區","Tourist Areas","舊山線鐵道自行車","Old Mountain Line Rail Bike","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38333","36125","34402","44813","20570","0","3636","14381","24754","32007","37980","40721","33832","31681","31989","35901","19767","25112","44420","43088","33321","38263","35873","39572","740541"
"觀光地區","Tourist Areas","親不知子天空步道","Ocean and Sky Trail","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39455","38949","18112","21927","24760","51298","90650","96400","56049","30486","0","0","14914","43050","24750","27350","11300","0","3346","14604","9239","19604","18557","22314","12599","20559","13604","12537","5319","11158","25592","25547","14865","11300","9428","10180","849802"
"觀光地區","Tourist Areas","三義水美木雕街","SANYI SHUEI-MEI WOOD SCULPTURE STREET","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151019","217764","246656","183138","117634","121821","158640","165517","165570","191890","179670","192698","2092017"
"觀光地區","Tourist Areas","龍鳳漁港","LONGFENG FISHING PORT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62461","86685","97819","109142","82061","109086","135493","114488","109649","104027","113853","102539","1227303"
"觀光地區","Tourist Areas","尚順育樂世界","Shang Shun World","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18135","29248","17333","15134","5801","11971","58387","79591","28241","33878","26150","29750","353619"
"博物館","Museums","國立海洋生物博物館","National Museum of Marine Biology & Aquarium","40988","82165","50683","83679","66842","72504","115817","116285","67488","66921","50670","64738","49621","100774","61294","74109","66768","91292","139987","123268","84178","106290","65954","58573","83091","42116","21375","16198","32276","93794","174957","213380","84621","101464","61886","49792","44623","82828","48102","72962","29853","0","7980","54110","57066","81334","72220","68799","57940","74747","59094","51917","26810","60699","149762","146905","91291","92485","61796","62503","4431664"
"博物館","Museums","臺灣客家文化館","Taiwan HAKKA Museum","0","0","0","0","0","0","0","0","0","0","0","0","39530","65638","60480","91027","91890","73673","69113","64494","59694","70240","79390","55864","63895","39076","26998","41672","60888","44397","60776","70244","54335","68004","79546","56082","43871","46287","47915","84745","35693","0","3884","15554","17915","27781","45898","49071","26442","34019","39258","49692","33826","31582","49466","45021","41874","47528","42712","49444","2396424"
"博物館","Museums","六堆客家文化園區","Liudui Hakka Cultural Park","0","0","0","0","0","0","0","0","0","0","0","0","65710","149615","95580","84089","79112","81080","62865","47591","82782","80800","85108","64768","135503","60781","51072","46377","48176","58905","63926","64728","56637","94518","90827","52264","57867","73067","54825","62289","24986","0","2362","13264","32505","58050","65191","60415","42526","95764","63676","44664","32034","37762","52552","48844","50077","55937","51893","54499","2937863"
"博物館","Museums","國立故宮博物院","National Palace Museum","421459","408214","291705","270188","259052","248363","286991","338580","268250","343294","351268","373280","370990","407593","366684","340563","352990","292033","338031","354840","191623","266119","276443","274464","207677","62144","15436","10141","20489","30693","51837","59923","35828","58803","43382","45810","44342","53268","33743","57620","19077","0","2891","18740","19855","70089","62295","34916","34727","37931","32976","25908","16461","28804","69660","70950","42339","64834","57755","74943","9309304"
"博物館","Museums","臺北市立美術館","Taipei Fine Arts Museum","16013","12707","15814","1091","0","8322","30784","37802","35185","42358","36532","47848","48208","42015","41689","32279","35872","38124","43477","59930","47558","48547","39836","43354","39207","35556","27370","20572","37308","67915","58297","53478","33168","41334","24529","39423","40411","33437","30771","25236","34650","0","10256","26658","39661","53875","29707","23932","22994","23624","25107","23991","20700","34214","54177","39088","27611","38191","37153","37862","2016808"
"博物館","Museums","國立歷史博物館","National Museum of History","22732","12409","12110","37647","16977","29475","16143","11718","6905","11044","7740","2631","0","4441","9761","361613","359689","255642","172933","86990","63898","34642","24538","41679","41164","21817","10297","15191","63916","127552","96024","218084","190188","246018","138948","118501","173973","266892","120588","151745","51642","0","2815","56860","86984","167844","136423","110530","92778","119651","57085","83075","62618","78667","124667","90229","81752","135236","112355","82140","5337606"
"博物館","Museums","國立臺灣科學教育館","National Taiwan Science Education Center","203148","276567","25705","34219","22534","101957","336569","365712","255152","126767","147813","159232","174599","170695","220887","173365","159213","249763","561883","413667","212570","187712","224782","251625","234135","119748","11962","4867","96","3300","110512","258390","134732","116873","38363","49367","121528","171623","104862","113748","65807","22520","40689","32977","45210","101304","153282","184900","161689","184150","229376","122133","78862","101808","153264","273045","114914","107111","177356","174796","9175435"
"博物館","Museums","臺北市立天文科學教育館","Taipei Astronomical Museum","41274","56436","88474","75015","63142","56182","100667","118119","88066","51323","51090","56324","46631","54953","94230","81411","57611","57474","106838","112152","81632","77255","51425","57874","46608","26497","15290","10652","36339","80345","87576","87540","60693","67394","49490","49912","42440","42754","52853","63111","15545","0","0","13740","16134","41673","50453","51118","22734","46084","52713","29826","13964","29796","90796","93098","62859","93291","58975","77454","3405345"
"博物館","Museums","國立國父紀念館","National Dr. Sun Yat-sen Memorial Hall","385782","374768","346417","462725","424895","398624","342995","350280","292670","355690","362865","411185","389490","332175","416210","439080","489900","437930","427510","410440","267845","360215","331495","413595","249200","179465","154290","96400","109475","118575","171490","184000","172950","260525","197590","199090","169615","142825","149890","169285","98845","14595","25375","42300","74500","110240","145390","225800","134575","96490","130975","116075","75195","87180","156250","131410","109880","149160","154050","264495","14292226"
"博物館","Museums","國立中正紀念堂","National Chiang Kai-shek Memorial Hall","349272","326354","369781","336144","314019","291154","406947","439344","370477","420237","378069","417284","447921","465276","522040","505600","458051","394512","414638","434332","302383","450003","363845","449397","452759","285731","160903","54841","25793","37880","63637","82463","65733","128770","82098","136514","91022","105286","97380","80154","26775","0","2394","14278","21844","96276","46815","164122","83407","88740","139416","86644","24019","42034","59787","61834","60790","102145","112666","237818","13049848"
"博物館","Museums","台北探索館","Discovery Center of Taipei","19706","14066","10888","10035","11595","12728","19408","27802","24874","29790","29440","32869","29386","18645","14216","9868","15340","15143","17774","19330","16318","22672","30299","22489","14367","9542","1095","628","2450","5280","12461","43843","24405","29804","21792","24445","28295","14273","5257","5774","1948","0","0","1582","10616","21904","25742","17571","3035","2131","4578","2200","1316","2881","26494","35602","15758","21464","18033","12402","943649"
"博物館","Museums","新北市坪林茶業博物館","Pinglin Tea Museum of New Taipei City","9397","8960","10255","16455","13800","13851","13240","13176","9795","11356","10253","12998","7914","10030","9196","10709","13188","16036","13263","13240","13433","15338","13035","12370","9263","10155","1241","0","8990","12066","9549","12931","10936","14156","13063","5216","9054","11462","10560","12415","4542","0","99","769","408","5807","9608","10570","5599","9272","10362","18050","6236","9438","13374","14122","8612","9042","7933","7474","593662"
"博物館","Museums","新北市立鶯歌陶瓷博物館","New Taipei City Yingge Ceramics Museum","45832","35334","45185","94234","50646","105846","105014","70520","57983","47858","46322","43861","35919","39627","44390","78160","46865","48769","69814","90039","66370","105922","55045","45469","44624","29627","19383","13432","34211","79507","77386","88000","33849","51821","45392","33251","33513","33521","34051","41914","14907","0","710","3453","2618","11472","37691","34480","18597","24633","28696","68096","11429","19620","35181","60184","27713","35421","29656","125697","2758760"
"博物館","Museums","新北市立十三行博物館","New Taipei City Shihsanhang Museum of Archaeology","31602","32949","35884","88984","47260","37309","44660","39768","38768","45574","36328","37310","26202","39713","32391","38794","99058","73710","47183","52667","47284","75937","46223","38995","35423","32293","24294","20963","45854","57166","51234","102056","45813","74059","55057","35516","37068","38722","32126","43123","40564","0","6059","14124","11425","36352","39341","36416","27547","36387","37463","36007","26534","38793","64943","44502","30723","40099","34825","36939","2504363"
"博物館","Museums","新北市立黃金博物館","New Taipei City Government Gold Museum","140035","136401","150563","174527","152984","139837","168806","181128","152023","171937","162292","156965","151621","144291","160572","181059","150449","156185","174034","188849","140415","193432","167976","163568","154455","82279","31771","0","46264","95832","111883","126276","82825","118057","86170","55604","80393","78071","70152","86724","30020","0","2526","11877","13690","25420","58962","57097","38686","44527","60751","48771","30124","49325","91977","101847","70596","61875","73137","62544","6100457"
"博物館","Museums","新北市客家文化園區","New Taipei City Hakka Museum","67441","70102","73666","76877","72268","85999","97083","122736","68422","76223","69097","72429","72394","71832","73528","69175","74337","84820","99027","129196","71809","79809","72843","83381","83386","15627","6516","0","6525","8160","38681","72326","88399","90045","99715","74623","51614","36286","38738","34666","25832","0","0","489","1054","5475","36465","59427","72082","74572","72589","74385","30784","34951","40825","66544","51737","78200","59921","50117","3515250"
"博物館","Museums","國立海洋科技博物館","National Museum of Marine Science & Technology","74275","115869","136734","181079","168539","166723","217249","215109","171794","157858","119253","101536","101869","127409","145033","162862","160322","239666","207519","302549","251664","244892","150480","114459","116882","89728","90092","99150","150284","208583","281626","325676","176629","208708","134415","91624","104696","137866","98756","146660","87986","49851","48180","129227","138264","127854","101366","96139","70831","91523","141204","147667","91140","366587","444215","415714","249326","218409","218334","127494","9857428"
"博物館","Museums","陽明海洋文化藝術館","Yangming Oceanic Culture and Art Museum","1002","1148","1779","3391","1007","945","2834","2662","1356","4320","1248","794","974","904","947","1412","1001","894","1863","1351","1201","1546","1176","1069","403","305","151","322","707","897","1309","962","944","768","0","0","0","0","0","0","0","0","0","98","111","187","1039","1082","457","565","424","305","329","1035","1509","1734","1370","3805","1122","1122","59886"
"博物館","Museums","木雕博物館","Miaoli Woodsculpture Museum","3944","7099","5369","8858","9601","5688","7961","6627","5521","5184","4048","5328","3836","4853","4698","7147","7550","6396","6957","7672","5241","10860","5254","5256","5877","4033","2035","2820","4625","4625","6653","7997","4618","6465","3681","3848","3759","4109","3165","6755","3154","0","518","3177","3123","2894","0","965","2716","4709","2898","4270","1877","3003","6348","5550","4215","4387","3362","3308","286487"
"博物館","Museums","國立自然科學博物館","National Museum of Natural Science","215172","249842","212573","275690","214889","226276","356734","342361","243712","210870","214186","201552","194702","200349","225758","225755","196237","230037","350911","312565","183641","199133","162462","168552","183464","111952","58370","54083","105805","216939","311543","381018","168996","254517","243578","172235","191959","187161","145688","192249","72246","0","14155","83982","92984","155223","222899","207570","177202","182820","184470","113725","57562","111171","327499","310051","190109","226250","207733","211216","11742383"
"博物館","Museums","國立臺灣美術館","National Taiwan Museum of Fine Arts","65915","66291","86170","125937","121692","105139","125095","109731","90392","104855","98687","97124","74603","60934","54279","61706","62876","66370","70711","66180","49595","61345","57814","49700","66298","67338","25534","17371","30775","41301","54769","59341","35778","68919","47753","44449","50560","107985","50521","59418","18922","0","2629","18958","22262","34297","34128","34833","45330","51473","34090","26105","16798","25979","51700","55733","42007","47464","47095","43944","3414998"
"博物館","Museums","國立臺灣歷史博物館","National Museum of Taiwan History","28156","32069","33426","40900","32233","30870","41239","38238","33391","45255","82390","37490","33908","37518","38731","33908","41013","40987","42444","39332","36131","62481","28653","33164","16173","13445","9784","7793","9324","7568","2502","4516","7124","9297","7565","4264","34863","38515","33220","38213","16985","0","4343","10457","9950","97556","33055","32977","30834","30442","27537","26008","21496","24790","42389","41063","26352","243430","34068","35094","1976919"
"博物館","Museums","國立科學工藝博物館","National Science and Technology Museum","93363","119764","123971","141008","129980","153221","211819","200400","127078","312240","158557","157629","120874","134576","136778","173677","151420","198510","206476","246879","139872","290484","131846","127599","134354","123136","54449","27124","30115","142056","220525","271202","150397","257442","152065","123360","115538","137247","79632","171089","89760","12557","30861","51088","54983","106229","183317","137166","101717","150628","143472","125985","76701","76269","209894","238060","154756","262547","194042","141301","8719085"
"博物館","Museums","高雄市立美術館","Kaoshiung Museum of Fine Arts","35811","76394","82248","94669","63561","55172","84397","70196","75701","88630","37310","40661","50328","66188","70559","40898","48556","44852","49599","55336","37113","43001","44508","55105","78291","44385","23374","17471","25589","16401","26260","23268","21940","25006","20867","88103","46942","81580","84285","100369","34662","0","8274","54949","82356","113829","44520","62594","50986","77810","99437","132077","122219","106430","153212","153087","122942","127460","149371","166375","3997514"
"博物館","Museums","高雄市立歷史博物館","Kaohsiung Museum of History","25881","36067","23182","20846","14176","10240","11491","12377","12703","14954","18527","27772","22685","33339","20736","23545","26260","28043","31162","32957","25823","24842","22608","30087","33318","13245","5822","4705","6611","11949","5289","15238","20244","23699","18677","20074","16779","18447","10628","12163","10286","0","2241","8393","8781","14021","10639","13939","12930","28701","29122","24223","20578","23887","27136","29224","26172","30825","28496","32000","1168785"
"博物館","Museums","國立臺灣史前文化博物館","National Museum of Prehistory","9174","14259","8924","16589","10701","13594","34062","31220","10437","11676","11253","15514","12107","16467","11053","11172","9026","14462","32179","24465","10774","13683","12412","11737","24647","14962","6787","4852","8817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1567","14014","12338","4123","6177","3332","3241","471797"
"博物館","Museums","卑南遺址公園","Peinan Site Park","12197","16402","13887","17662","13379","12052","16093","13639","12552","14850","15469","19420","18491","20789","19201","18673","15143","14876","20775","18194","17504","20250","23559","23061","28727","24802","20394","22239","17588","26642","37168","38407","31305","40356","40282","34074","31197","32621","31025","32947","22837","15092","19235","20698","21518","26586","30754","33681","29296","32038","28480","29088","18707","22029","28607","27995","24782","25467","24023","31376","1410181"
"博物館","Museums","莒光樓","Juguang Tower","23968","28344","36355","45189","46361","42030","46588","49980","39289","50472","41587","40674","32948","27504","42250","48006","61416","50979","48576","42461","32083","44252","42174","33597","15834","5672","4840","1804","4784","19304","38359","38180","44898","48313","28262","19290","18150","12780","21858","26894","14999","0","111","1699","3978","9827","20583","20144","14228","11410","12501","0","0","0","0","0","0","0","24451","19600","1499836"
"博物館","Museums","國立故宮博物院南部院區","Southern Branch of the National Palace Museum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54498","90243","45370","66563","20662","0","2186","73227","84929","155036","78290","65483","50234","77478","44315","46509","22983","37290","200667","206912","115313","123337","56998","57859","1776382"
"博物館","Museums","台北當代藝術館","Museum of Contemporary Art ,Taipei","19100","12726","26939","35563","26507","23690","17645","15010","16058","27221","29524","17142","14230","10494","23031","19933","51432","46863","26644","26451","21766","36076","41609","18852","17445","9018","6791","5653","7574","9660","9495","12064","11110","14148","19356","13717","13443","7131","10095","5560","1986","0","3913","9987","8698","12766","14308","19288","15399","7775","11655","12784","6363","9457","10782","9286","9813","11027","10943","27829","990825"
"博物館","Museums","朱銘美術館","Juming Museum","3558","4727","7549","11100","9163","7507","17839","16221","7893","8528","7666","12998","964","7343","5453","7799","7557","8199","16155","14778","12948","11978","7462","8521","4867","4023","3770","2776","4121","6131","6835","21466","5438","9896","10003","4483","2839","4727","3477","5597","1865","9","779","2727","3554","6963","3657","4167","2200","4226","2744","4297","11636","3354","4911","4326","3955","4632","6915","2883","404155"
"博物館","Museums","奇美博物館","Chimei Museum","61404","82207","65484","98543","66495","63094","82392","74006","64812","55587","62003","127227","57471","97898","63937","73543","60293","65922","78885","83349","76029","77946","70435","122891","78256","51206","24246","16541","25457","68027","90598","113033","55930","81004","58410","103497","54771","75432","44668","60159","20911","0","4282","29844","32340","49072","50789","127181","51807","55078","37367","39739","19123","27316","60224","67927","61001","61970","49399","59733","3738191"
"博物館","Museums","北投溫泉博物館","Beitou Hot Spring Museum","0","0","0","0","0","0","0","0","0","5571","39131","40454","37415","25183","30615","28633","30010","28274","30907","31433","43952","42903","43298","43945","32560","24135","10969","6520","9630","9499","13276","18220","18296","25466","20893","25342","25103","19431","16858","17611","5866","0","209","1248","2826","15745","22208","22479","14227","11542","14694","9998","5547","7924","18030","19679","12731","18246","23191","30292","1052215"
"博物館","Museums","林本源園邸(林家花園) ","The Lin Family Mansion and Garden","20865","22880","23716","23962","20549","17093","15544","18325","16149","22579","20354","28493","21896","27972","21431","22678","22771","15519","13682","18087","15752","26286","28735","55693","35677","22750","7227","0","199186","10527","11686","15168","21382","34966","24594","24024","16959","18457","15480","18822","5671","0","140","1076","830","10046","13933","17033","10458","10068","12474","8296","5106","5839","7089","8675","8217","12350","14878","14708","1184803"
"博物館","Museums","三峽歷史文物館","Sansia Historical Relic Hall","4247","2780","6134","6577","6568","5121","5185","4346","4673","5027","4840","5347","4529","5003","5821","5556","4710","5260","5446","5065","4627","5566","3943","4009","3691","6164","2762","0","2252","4656","5116","5857","3944","3409","4390","4391","3696","2655","2831","5540","2426","0","0","0","0","2020","5516","4612","1660","2751","3986","2763","3104","2611","4534","4021","2950","3739","4920","4726","238073"
"博物館","Museums","凱達格蘭文化館","Ketagalan Culture Center","35058","32643","30995","33108","35527","27502","44969","54948","44236","40597","40311","32369","23803","8385","5368","0","0","0","0","29569","34578","46960","53539","36577","20222","19246","13039","8494","10715","16012","24357","38707","27682","23507","20403","18453","16758","9844","15362","15953","6757","0","1355","9905","11749","15740","15351","16697","9461","7439","12102","10106","9294","12947","23271","23605","29365","27720","23137","26718","1282515"
"博物館","Museums","國立臺灣博物館","National Taiwan Museum","35714","37735","33848","41223","42186","55855","71131","65852","40762","41028","35408","40368","44396","38484","43946","43933","56831","53038","73372","68085","36149","43330","38821","40925","34913","21561","10311","9033","20138","38799","85702","98560","48378","76863","53526","46959","47735","49957","43638","55571","16893","0","3293","11206","14159","29051","34654","37069","25184","32250","33264","22664","8954","17332","91115","91186","41708","58852","48042","55650","2536590"
"博物館","Museums","臺南市美術館","Tainan Art Museum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26545","36807","32582","36427","20064","36215","102435","102381","71708","61758","27208","29494","583624"
"博物館","Museums","台南山上花園水道博物館","Tainan SHAN –SHANG Garden And Old Waterworks Museum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27319","64233","29765","24456","10142","13703","22397","20023","20944","40116","23106","24861","321065"
"宗教場所","Temples","北港朝天宮","BeiGang ChaoTian Temple","214700","2038900","339500","671400","364500","175600","186400","163500","176000","213000","201400","193800","306700","3156000","243600","437500","178600","197200","187200","213400","224300","231000","218000","217600","3356000","802750","103900","124000","324000","297500","540000","566500","320000","560000","230000","214500","502000","1967100","754000","2500000","350000","0","2000","126000","135000","68000","178600","196000","313900","1443000","583500","344000","268000","184600","89400","176300","92150","203000","263500","367000","29296000"
"宗教場所","Temples","南鯤鯓代天府","Daitianfu Temple, Nankunshen","710100","901750","800800","770000","900800","793000","911700","560500","888000","900800","830750","810500","700500","905000","800000","762500","910000","790000","912000","570000","890100","901500","830000","825000","700000","680000","200000","120000","130000","530000","709000","570000","607000","820000","810000","750000","450000","808000","500000","120000","300","100","300","3600","6000","15000","38000","200000","120000","785000","450000","668000","720000","558000","582000","39000","356000","315000","298500","229000","33463100"
"宗教場所","Temples","麻豆代天府","Daitianfu Temple, Madou","240773","544657","544657","441172","529407","439407","395466","296599","316372","268916","253445","240773","204658","568118","465681","397055","449996","395466","375693","281770","300554","255480","228100","217298","523590","104050","12480","10608","26520","39780","79560","140885","225415","242706","145984","130379","78227","380479","285359","297792","0","0","0","0","5500","25312","37968","60205","62043","203500","199750","148896","59558","79560","143208","214812","225556","242706","266976","195568","13546445"
"宗教場所","Temples","中臺禪寺","Chung-Tai Buddhist Temple","103501","118129","109681","120135","99233","87894","86293","73700","71506","82748","84841","89332","74051","88787","134339","133101","129263","106497","92228","70462","41660","42506","50436","44609","26033","8480","4844","4340","5148","8509","10856","11943","14412","14153","12751","10742","8917","14469","9907","9845","3906","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2314187"
"宗教場所","Temples","佛光山","Foguangshan","509671","2046179","688365","613077","523176","553138","556925","487455","504371","520438","816357","860844","458009","2363018","792975","661520","628630","565544","553048","528629","431874","497708","824353","696649","1700558","935852","121863","79145","68722","95809","100347","127411","108570","127592","636790","182924","166369","822453","162646","202540","63393","0","0","60668","76567","92183","117095","166221","92095","193389","89018","128690","99176","100145","119244","121249","85428","97490","173085","197326","25394006"
"宗教場所","Temples","萬和宮","Wan-He Temple","23280","43660","21170","24600","27010","20060","22810","13640","25480","22570","21960","24300","26960","51080","22100","28600","21300","21950","24090","13500","26300","26300","22200","21800","57090","27720","21100","23514","19631","19734","20037","16371","21046","24570","20880","18360","23280","59116","21700","21414","14277","2640","6600","13185","20488","16926","16971","19800","29700","36300","17985","18150","13695","14300","17820","11880","19800","17600","15840","17150","1353390"
"宗教場所","Temples","大甲鎮瀾宮","Da Jia Jenn Lann Temple","72900","104000","97500","95000","85000","59500","69000","53000","67500","65000","68250","68000","140500","71500","72000","118000","69500","60000","71500","52000","74500","62000","67400","65000","114050","63500","61500","58000","51000","78000","68000","61500","66500","53000","63500","73500","52500","103500","92500","80500","39500","0","23000","39500","50500","55150","56700","54500","122621","184447","133103","163205","82027","81486","114311","96769","89779","102350","93177","99696","4651421"
"宗教場所","Temples","清水祖師廟","Cingshui Zushih Temple","2075","3596","1230","1892","1329","1096","1158","595","960","1655","1523","1175","1695","3982","1126","1855","1363","1081","1146","629","1150","1547","1420","1142","1070","269","165","75","15","375","960","767","1405","1997","393","1160","660","768","195","288","45","0","0","135","280","598","609","908","730","820","565","642","240","997","565","291","415","1000","1007","1570","58399"
"宗教場所","Temples","法鼓山世界佛教教育園區","Dharma Drum Mountain World Center for Buddhist Education","13558","52541","20958","23055","18460","12958","16755","15073","18152","17958","19616","19385","14186","55780","19135","18906","16513","9928","14419","12844","12814","14498","25405","11928","32996","10542","8172","6170","7912","7597","8224","8972","7570","13034","10616","7901","10542","24250","12410","14050","4390","0","0","2859","4330","5233","3948","7320","7169","16418","8250","7460","3998","5941","7919","7461","7211","7550","7913","8123","789276"
"宗教場所","Temples","鹿港龍山寺","Longshan Temple, Lugang","86463","659310","101250","112750","56790","71420","106557","57822","86733","79630","64560","86580","94810","230750","173640","138890","150640","152480","203976","125310","168580","194526","145760","158960","815480","236250","137715","95070","109440","132210","117024","125880","95724","107196","163050","142720","133860","822662","149760","130875","35940","0","2822","3782","6418","13182","10296","10330","23142","32028","25671","14298","12930","11931","19866","11802","15837","28456","19972","24964","7346770"
"宗教場所","Temples","白沙屯拱天宮","BAISHATUN GONG-TIEN TEMPLE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203797","329311","230425","242185","225827","245582","256687","168794","203798","257655","200382","207917","2772360"
"宗教場所","Temples","車城福安宮","Checheng FuanTemple","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125280","193075","165090","179620","215600","298650","121371","313700","360000","316740","349950","330880","2969956"
"其他","Others","遠雄海洋公園","Farglory Ocean Park","19006","25195","20317","54495","24133","34883","69044","69342","29395","27718","21569","39446","25100","60883","34841","41505","23646","41914","76381","60603","39399","48636","33548","31480","52874","39404","18235","17122","26995","63575","166204","185382","50003","67004","38282","34101","35685","58827","28888","47702","20291","0","5289","41753","28112","48217","52509","44672","43345","61964","42346","41484","13750","41256","128759","171189","69794","54234","38261","53713","2883700"
"其他","Others","池上大坡池地區","Chishang Dapochih Wetland Area","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47144","32770","14124","32011","53477","87144","134173","67144","23987","22439","16872","24133","53336","31764","26113","43216","6720","0","1873","5674","32413","43176","61336","48377","55173","34133","41764","22496","36143","41198","54133","53259","149910","117724","87576","89762","1692687"
"其他","Others","九族文化村","Formosan Aboriginal Culture Village","39567","152791","115520","83657","49399","34776","47833","47096","27881","43079","49051","49678","42934","144130","117395","87460","62756","50233","79171","70146","75740","79371","95653","73313","64408","122606","44129","16072","18216","60554","140812","164404","55561","55155","54777","49417","34028","144828","121039","54762","16130","0","4773","23971","18417","39781","68817","77846","48777","143171","98586","43301","9405","12356","87220","141831","52784","67126","72337","53319","3999346"
"其他","Others","國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","140058","124122","160979","132435","140345","137269","115837","129310","124396","153259","162360","148495","127997","128800","156837","137043","134097","117954","130217","138062","109130","150100","155533","152725","87082","57070","1905","1193","1520","2580","2428","2493","918","2773","2014","4380","2636","1592","2025","1757","896","0","43","765","779","1836","1637","3502","1500","2015","1399","1779","1482","1300","1712","1959","2243","2177","2273","2620","3513643"
"其他","Others","國立臺灣藝術教育館","National Taiwan Arts Education Center","20383","21779","24674","40445","19135","18115","25399","21060","17580","18865","27135","24960","31653","25186","23877","36932","21640","24520","34826","30664","23137","25060","29365","21735","30701","21757","16689","15777","18604","23597","29547","30040","25112","21128","24567","22711","28728","20848","26692","31711","11514","0","2048","11114","17714","16613","19110","16478","21610","22000","27909","30898","20521","23917","58128","44954","32687","14871","32918","23822","1445160"
