"類型","","遊憩據點","","107年1月","107年2月","107年3月","107年4月","107年5月","107年6月","107年7月","107年8月","107年9月","107年10月","107年11月","107年12月","108年1月","108年2月","108年3月","108年4月","108年5月","108年6月","108年7月","108年8月","108年9月","108年10月","108年11月","108年12月","109年1月","109年2月","109年3月","109年4月","109年5月","109年6月","109年7月","109年8月","109年9月","109年10月","109年11月","109年12月","110年1月","110年2月","110年3月","110年4月","110年5月","110年6月","110年7月","110年8月","110年9月","110年10月","110年11月","110年12月","111年1月","111年2月","111年3月","111年4月","111年5月","111年6月","111年7月","111年8月","111年9月","111年10月","111年11月","111年12月","小計"
"其他","Others","蘭嶼","Lanyu（Orchid Island）","1562","2868","3938","18335","4368","17747","23520","10806","10253","4109","2384","1483","1710","3482","4561","20114","21950","11920","24264","12515","15262","8136","1616","1557","2750","2558","3702","7646","10940","21932","18607","32185","30359","13930","1786","1102","1192","3937","6861","23255","16619","676","1432","4326","10377","6566","2393","1549","2850","2630","9060","20487","11053","20050","29999","29319","23765","6466","2577","1255","614651"
"其他","Others","古坑綠色隧道","Green Tunnel","0","0","0","0","0","0","0","0","0","0","0","0","40000","200000","30000","100000","120000","100000","110000","90000","90000","100000","150000","130000","110000","100000","70000","40000","80000","170000","100000","90000","80000","110000","150000","158000","66000","120000","80000","110000","20000","200","300","35000","52000","100000","150000","130000","120000","200000","90000","70000","100000","110000","110000","110000","120000","200000","230000","150000","4991500"
"其他","Others","駁二藝術特區","The Pier-2 Art Center","373537","672668","187123","303626","225870","112186","375198","320113","191281","381002","420060","518000","385000","901916","259860","355917","273743","178673","418103","402944","195000","381651","219847","258800","578051","210428","152400","58300","52740","194967","380160","400498","200180","489900","420000","502142","330202","400736","200400","204540","77377","0","1000","8911","45671","209900","213835","1214270","485083","2650740","312061","204002","186996","222745","291787","336937","280162","443128","408840","422217","21103424"
"其他","Others","愛河(五福四路至博愛一路)","Love River(Wufu 4th  Rd.to Bo-ai 1st Rd.)","18323","27233","21328","24303","16342","13514","17870","16479","12237","17770","18535","47585","38957","49655","35143","33315","25979","19485","20297","16234","15060","19929","20946","20224","337450","1160849","3181","2061","2955","5472","9298","9944","6951","11354","7862","8064","6570","11888","6797","9051","3505","0","401","2494","3914","8457","10316","11747","7143","3262450","369896","309046","279055","358354","420050","474296","356050","363605","375285","412283","9194837"
"其他","Others","金針山休閒農業區","Mt. Jinjhen Recreation Farming Area","21000","20000","14000","10000","9000","11000","19000","13000","9000","5500","6000","16000","22000","28000","16000","11000","9200","14000","22000","24000","10100","5600","6400","18000","23000","30000","14000","21000","20000","64000","66000","87100","62400","35000","33000","17000","23000","65000","24000","22000","4500","300","600","17000","19000","17000","47626","16000","24000","25850","14000","11000","4500","17000","21000","27500","17000","15000","2900","3600","1251676"
"其他","Others","澎湖生活博物館","Penghu Living Museum","1310","1390","4254","5241","6266","6597","7152","5464","3375","3359","1631","1798","1290","2770","3260","4992","8886","8787","10223","7079","5034","4062","4087","2917","2280","1995","1092","869","2283","4384","10129","11549","4657","5707","3155","1582","1427","1186","4209","4858","2797","0","106","621","504","1539","3985","3034","2053","3309","4507","4389","3389","3016","5703","5281","4290","4615","2709","2207","230640"
"其他","Others","白石湖吊橋","Baishihu Suspension Bridge","17641","21699","29817","25413","20626","19731","15999","12420","13011","14624","23712","14592","14390","26510","22346","18220","18955","8863","16241","12800","13238","17677","18576","18787","22899","29229","25656","14781","21475","18011","14923","9908","12431","23920","20569","20802","30704","38904","25191","25938","14611","8818","0","15891","15691","22741","17005","19508","19449","25282","25444","19362","12326","13315","14727","14893","13182","12558","16280","12785","1105097"
"其他","Others","大溪老城區","Daxi Zhongzheng Park","53964","68829","69530","59691","51961","44316","53582","50986","45713","54904","68557","67361","48979","69366","65599","65829","37931","17771","13825","14009","14344","31913","25664","16123","445198","411077","369413","332659","379552","373923","422246","474878","296506","534701","508443","342426","359560","383782","338512","332024","312582","253361","363109","479659","496122","570073","597227","597293","457946","395560","521553","468803","356904","429842","553624","507569","491836","535023","677484","542136","17023353"
"其他","Others","高美濕地","Gaomei Wetland","49096","125025","113314","201453","165630","147129","173888","145861","135988","144194","83994","90144","52490","65570","109374","149675","128615","153613","163372","127845","125638","138097","128257","106274","82671","133445","67056","62238","87152","128201","129064","124163","87666","90910","50475","34575","46147","78312","61901","66035","31223","0","0","63782","66918","59541","34701","20532","14150","27135","28339","29309","15914","36562","87123","73502","52882","29895","32846","24955","5083856"
"其他","Others","霧峰林家園區","Wufeng Lin Family Garden","17325","28005","27612","33429","27561","24060","23313","18468","18837","29391","24477","25149","10086","11874","11966","14064","13713","14390","12866","12149","14765","16625","18294","16851","17199","12453","6093","6882","7485","13442","13712","17648","11595","25481","22401","20490","17919","22413","14562","20850","6404","0","633","3896","8249","15638","23514","28079","16904","23976","15722","15054","4205","5249","10636","13524","15504","18597","19508","19734","980921"
"其他","Others","臺中國家歌劇院","National Taichung Theater","0","0","0","0","0","0","0","0","0","0","0","0","127161","75257","114724","122280","127119","145859","132434","144835","98128","130711","127593","121419","106129","82834","42084","26631","41707","56324","89589","80947","113214","158458","106662","92923","70761","58994","72877","84679","39116","0","3508","33553","48770","91325","89105","139902","55928","72096","78965","53743","29690","50020","72639","82874","72160","123467","90390","160955","4140539"
"其他","Others","一中商圈","Yizhong Shopping District","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1142577","1227190","1167561","1033384","415927","165821","348837","515960","651131","1053106","753165","811114","756239","738221","788427","597216","444905","500859","697495","706621","737021","758007","696913","827443","17535140"
"其他","Others","逢甲夜市","Feng Chia Night Market","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","592042","672055","698734","565853","259384","93986","231645","398605","482115","658506","538990","573690","521262","550097","572850","430641","289132","338703","541363","562264","615652","577684","514815","565298","11845366"
"其他","Others","潭雅神綠園道","TanYashen Green Bikeway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","296840","405427","359029","599560","217254","0","267140","361479","389770","408215","331352","202350","223470","194077","237702","217836","190893","180080","214714","211869","189192","201872","196781","197896","6294798"
"其他","Others","龍潭觀光大池","Longtan Large Tourist Pond","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","274130","256985","293723","270415","220444","277176","316493","333101","307140","338526","345151","315830","3549114"
"其他","Others","勝利星村創意生活園區","V.I.P ZONE Shengli Star Village V.I.P ZONE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40278","109280","64860","59080","29220","48160","51990","73438","76392","89616","91696","106530","840540"
"其他","Others","台電南部展示館","Taipower Exhibit Center in Southern Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13253","0","10767","5043","0","0","43751","40738","27980","26663","16774","19794","204763"
"其他","Others","林後四林平地森林園區","Linhousilin Forest Park","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24350","65500","40050","37350","30150","33200","37800","30250","44200","85200","27000","30150","485200"
"其他","Others","屏東酒廠(內埔)","Pingtung Distillery ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8594","7530","7657","17920","4289","4432","4964","6410","5990","5736","5270","7119","85911"
"其他","Others","山川琉璃吊橋","LiouLi Bridge","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11536","23356","14990","12729","4792","6389","10564","8948","9058","12597","10669","12597","138225"
